0 0 0 0 None 
0 0 0 1 None 
0 0 0 2 None 
0 0 0 3 None 
0 0 0 4 None 
0 0 0 5 None 
0 0 0 6 None 
0 0 0 7 None 
0 0 0 8 None 
0 0 0 9 None 
0 0 0 10 None 
0 0 1 0 4.75521172301296e+01 
0 0 1 1 7.95774715459477e+00 
0 0 1 2 -1.07826946302253e+02 
0 0 1 3 -1.13760441973196e+02 
0 0 1 4 -3.42535724019516e+01 
0 0 1 5 4.52970994047064e-14 
0 0 1 6 1.72733648372314e-14 
0 0 1 7 8.89993628093312e-15 
0 0 1 8 5.64114867447754e-15 
0 0 1 9 3.86010147694563e-15 
0 0 1 10 2.80211559297062e-15 
0 0 2 0 2.66071533420992e+01 
0 0 2 1 6.49915840725911e+01 
0 0 2 2 1.16978883172543e+01 
0 0 2 3 -9.70836999396863e+01 
0 0 2 4 -9.88214079671604e+01 
0 0 2 5 -2.90307843374921e+01 
0 0 2 6 3.96719694132723e-14 
0 0 2 7 2.35213863852474e-14 
0 0 2 8 1.24524086974867e-14 
0 0 2 9 8.07263400895752e-15 
0 0 2 10 5.56023640743209e-15 
0 0 3 0 5.60541599813724e+00 
0 0 3 1 4.31505124725916e+01 
0 0 3 2 8.25211449487333e+01 
0 0 3 3 1.54698604685322e+01 
0 0 3 4 -1.00829415714537e+02 
0 0 3 5 -1.00228434888946e+02 
0 0 3 6 -2.88906559600014e+01 
0 0 3 7 3.40468394218381e-14 
0 0 3 8 2.50624650468008e-14 
0 0 3 9 1.39145696392906e-14 
0 0 3 10 9.39059204790525e-15 
0 0 4 0 -1.70234197109191e-15 
0 0 4 1 9.78673497198618e+00 
0 0 4 2 5.81302399806825e+01 
0 0 4 3 1.00105759620892e+02 
0 0 4 4 1.92577481141194e+01 
0 0 4 5 -1.08196865190406e+02 
0 0 4 6 -1.05714212565339e+02 
0 0 4 7 -3.00176122498700e+01 
0 0 4 8 1.65793305010690e-14 
0 0 4 9 2.33228145135063e-14 
0 0 4 10 1.41043884204408e-14 
0 0 5 0 -1.13765641442303e-15 
0 0 5 1 -3.73034936274053e-15 
0 0 5 2 1.36444686386213e+01 
0 0 5 3 7.24728683043149e+01 
0 0 5 4 1.17718189327162e+02 
0 0 5 5 2.30547303278833e+01 
0 0 5 6 -1.17012174184140e+02 
0 0 5 7 -1.12828832089292e+02 
0 0 5 8 -3.16501945498651e+01 
0 0 5 9 -1.50398212402555e-14 
0 0 5 10 6.11166579054939e-15 
0 0 6 0 -6.72717422434132e-16 
0 0 6 1 -1.65590247059251e-15 
0 0 6 2 -1.71714494475358e-14 
0 0 6 3 1.73343935760008e+01 
0 0 6 4 8.64934466443680e+01 
0 0 6 5 1.35346321246627e+02 
0 0 6 6 2.68573966467575e+01 
0 0 6 7 -1.26550900732560e+02 
0 0 6 8 -1.20756781009712e+02 
0 0 6 9 -3.35351020873482e+01 
0 0 6 10 -7.10542735760100e-15 
0 0 7 0 -4.69454556936857e-16 
0 0 7 1 -1.01285840845116e-15 
0 0 7 2 -4.47321092561811e-15 
0 0 7 3 -5.70971841235795e-15 
0 0 7 4 2.09265639684807e+01 
0 0 7 5 1.00328844860740e+02 
0 0 7 6 1.52984151643149e+02 
0 0 7 7 3.06638523690388e+01 
0 0 7 8 -1.36502710279726e+02 
0 0 7 9 -1.29148976958156e+02 
0 0 7 10 -3.55639705738001e+01 
0 0 8 0 -3.44566328853010e-16 
0 0 8 1 -7.19888195761507e-16 
0 0 8 2 -2.55717345088752e-15 
0 0 8 3 -3.02963620231842e-15 
0 0 8 4 -1.00660220899347e-14 
0 0 8 5 2.44569685158048e+01 
0 0 8 6 1.14048070953617e+02 
0 0 8 7 1.70628387849657e+02 
0 0 8 8 3.44729606737049e+01 
0 0 8 9 -1.46712518473661e+02 
0 0 8 10 -1.37831061047782e+02 
0 0 9 0 -2.66408671702540e-16 
0 0 9 1 -5.49460109460034e-16 
0 0 9 2 -1.56677255443589e-15 
0 0 9 3 -2.97206276633049e-15 
0 0 9 4 -2.83980847264421e-15 
0 0 9 5 -1.83556873404693e-14 
0 0 9 6 2.79459184061234e+01 
0 0 9 7 1.27689666484052e+02 
0 0 9 8 1.88277076453420e+02 
0 0 9 9 3.82839981291963e+01 
0 0 9 10 -1.57094215345867e+02 
0 0 10 0 -2.11666052648385e-16 
0 0 10 1 -4.40616448000970e-16 
0 0 10 2 -1.08627667895908e-15 
0 0 10 3 -2.06166736031503e-15 
0 0 10 4 -3.14727362475898e-15 
0 0 10 5 -1.03365779968766e-14 
0 0 10 6 -8.05281767194780e-15 
0 0 10 7 3.14057217067095e+01 
0 0 10 8 1.41276837573976e+02 
0 0 10 9 2.05928985639171e+02 
0 0 10 10 4.20964824478069e+01 
0 1 0 0 None 
0 1 0 1 None 
0 1 0 2 None 
0 1 0 3 None 
0 1 0 4 None 
0 1 0 5 None 
0 1 0 6 None 
0 1 0 7 None 
0 1 0 8 None 
0 1 0 9 None 
0 1 0 10 None 
0 1 1 0 None 
0 1 1 1 None 
0 1 1 2 None 
0 1 1 3 None 
0 1 1 4 None 
0 1 1 5 None 
0 1 1 6 None 
0 1 1 7 None 
0 1 1 8 None 
0 1 1 9 None 
0 1 1 10 None 
0 1 2 0 8.30858319109830e+01 
0 1 2 1 8.52793376349334e+01 
0 1 2 2 -3.16583389167982e+01 
0 1 2 3 -1.84969290970539e+02 
0 1 2 4 -2.94712007061068e+02 
0 1 2 5 -2.26272570552500e+02 
0 1 2 6 -6.49005515237203e+01 
0 1 2 7 1.54987134237672e-13 
0 1 2 8 9.11782914572317e-14 
0 1 2 9 4.58107205566368e-14 
0 1 2 10 2.96219627906371e-14 
0 1 3 0 4.21698190073055e+01 
0 1 3 1 1.17133377233802e+02 
0 1 3 2 1.06497470558795e+02 
0 1 3 3 -4.41924567736535e+00 
0 1 3 4 -1.50409094567996e+02 
0 1 3 5 -2.56297569215531e+02 
0 1 3 6 -1.96453663058955e+02 
0 1 3 7 -5.55726296995499e+01 
0 1 3 8 1.36335387423969e-13 
0 1 3 9 9.08940156767947e-14 
0 1 3 10 4.88485901649044e-14 
0 1 4 0 8.80806147478756e+00 
0 1 4 1 6.78044888467650e+01 
0 1 4 2 1.48696133258175e+02 
0 1 4 3 1.28126265743108e+02 
0 1 4 4 7.64394541464997e+00 
0 1 4 5 -1.46220197043236e+02 
0 1 4 6 -2.55233630705574e+02 
0 1 4 7 -1.94103576944393e+02 
0 1 4 8 -5.42839932636003e+01 
0 1 4 9 6.03961325396085e-14 
0 1 4 10 6.26667207677187e-14 
0 1 5 0 -1.77635683940025e-16 
0 1 5 1 1.52379875270652e+01 
0 1 5 2 9.05090282210000e+01 
0 1 5 3 1.79443074240453e+02 
0 1 5 4 1.49921974183571e+02 
0 1 5 5 1.62223604898439e+01 
0 1 5 6 -1.49634067031934e+02 
0 1 5 7 -2.64222941226466e+02 
0 1 5 8 -1.99344527381112e+02 
0 1 5 9 -5.52211347705000e+01 
0 1 5 10 1.74082970261225e-14 
0 1 6 0 -1.83947627841168e-16 
0 1 6 1 -4.50010399314730e-15 
0 1 6 2 2.10752328603909e+01 
0 1 6 3 1.11941521214725e+02 
0 1 6 4 2.09804818718576e+02 
0 1 6 5 1.71802076962591e+02 
0 1 6 6 2.34899336860792e+01 
0 1 6 7 -1.56091692745193e+02 
0 1 6 8 -2.77423361755919e+02 
0 1 6 9 -2.07813435667104e+02 
0 1 6 10 -5.71056316461206e+01 
0 1 7 0 -3.51842850211120e-16 
0 1 7 1 1.33986441091456e-16 
0 1 7 2 -9.28357919638940e-15 
